composition,monthly_income,benefit,payment,hourly_wage
"2 adults, 1 child",820,After-tax income,1036.07,4.71
"2 adults, 1 child",820,"SNAP, TANF, WIC, Housing",1962.63,4.71
"2 adults, 1 child",820,"Child Care, SNAP, TANF, WIC, Housing",2630.63,4.71
"2 adults, 1 child",830,After-tax income,1048.7,4.77
"2 adults, 1 child",830,"SNAP, TANF, WIC, Housing",1972.26,4.77
"2 adults, 1 child",830,"Child Care, SNAP, TANF, WIC, Housing",2639.26,4.77
"2 adults, 1 child",840,After-tax income,1061.34,4.83
"2 adults, 1 child",840,"SNAP, TANF, WIC, Housing",1981.9,4.83
"2 adults, 1 child",840,"Child Care, SNAP, TANF, WIC, Housing",2647.9,4.83
"2 adults, 1 child",850,After-tax income,1073.39,4.89
"2 adults, 1 child",850,"SNAP, TANF, WIC, Housing",1990.95,4.89
"2 adults, 1 child",850,"Child Care, SNAP, TANF, WIC, Housing",2655.95,4.89
"2 adults, 1 child",860,After-tax income,1082.63,4.94
"2 adults, 1 child",860,"SNAP, TANF, WIC, Housing",1997.19,4.94
"2 adults, 1 child",860,"Child Care, SNAP, TANF, WIC, Housing",2661.19,4.94
"2 adults, 1 child",870,After-tax income,1091.86,5
"2 adults, 1 child",870,"SNAP, TANF, WIC, Housing",2003.42,5
"2 adults, 1 child",870,"Child Care, SNAP, TANF, WIC, Housing",2666.42,5
"2 adults, 1 child",880,After-tax income,1101.1,5.06
"2 adults, 1 child",880,"SNAP, TANF, WIC, Housing",2009.66,5.06
"2 adults, 1 child",880,"Child Care, SNAP, TANF, WIC, Housing",2671.66,5.06
"2 adults, 1 child",890,After-tax income,1110.33,5.11
"2 adults, 1 child",890,"SNAP, TANF, WIC, Housing",2015.89,5.11
"2 adults, 1 child",890,"Child Care, SNAP, TANF, WIC, Housing",2676.89,5.11
"2 adults, 1 child",900,After-tax income,1119.57,5.17
"2 adults, 1 child",900,"SNAP, TANF, WIC, Housing",2022.13,5.17
"2 adults, 1 child",900,"Child Care, SNAP, TANF, WIC, Housing",2682.13,5.17
"2 adults, 1 child",910,After-tax income,1128.8,5.23
"2 adults, 1 child",910,"SNAP, TANF, WIC, Housing",2028.36,5.23
"2 adults, 1 child",910,"Child Care, SNAP, TANF, WIC, Housing",2687.36,5.23
"2 adults, 1 child",920,After-tax income,1138.04,5.29
"2 adults, 1 child",920,"SNAP, TANF, WIC, Housing",2034.6,5.29
"2 adults, 1 child",920,"Child Care, SNAP, TANF, WIC, Housing",2692.6,5.29
"2 adults, 1 child",930,After-tax income,1147.27,5.34
"2 adults, 1 child",930,"SNAP, TANF, WIC, Housing",2040.83,5.34
"2 adults, 1 child",930,"Child Care, SNAP, TANF, WIC, Housing",2697.83,5.34
"2 adults, 1 child",940,After-tax income,1156.51,5.4
"2 adults, 1 child",940,"SNAP, TANF, WIC, Housing",2047.07,5.4
"2 adults, 1 child",940,"Child Care, SNAP, TANF, WIC, Housing",2703.07,5.4
"2 adults, 1 child",950,After-tax income,1165.74,5.46
"2 adults, 1 child",950,"SNAP, TANF, WIC, Housing",2053.3,5.46
"2 adults, 1 child",950,"Child Care, SNAP, TANF, WIC, Housing",2708.3,5.46
"2 adults, 1 child",960,After-tax income,1174.98,5.52
"2 adults, 1 child",960,"SNAP, TANF, WIC, Housing",2059.54,5.52
"2 adults, 1 child",960,"Child Care, SNAP, TANF, WIC, Housing",2713.54,5.52
"2 adults, 1 child",970,After-tax income,1184.21,5.57
"2 adults, 1 child",970,"SNAP, TANF, WIC, Housing",2065.77,5.57
"2 adults, 1 child",970,"Child Care, SNAP, TANF, WIC, Housing",2718.77,5.57
"2 adults, 1 child",980,After-tax income,1193.45,5.63
"2 adults, 1 child",980,"SNAP, TANF, WIC, Housing",2069.61,5.63
"2 adults, 1 child",980,"Child Care, SNAP, TANF, WIC, Housing",2721.61,5.63
"2 adults, 1 child",990,After-tax income,1202.68,5.69
"2 adults, 1 child",990,"SNAP, TANF, WIC, Housing",2073.44,5.69
"2 adults, 1 child",990,"Child Care, SNAP, TANF, WIC, Housing",2724.44,5.69
"2 adults, 1 child",1000,After-tax income,1211.92,5.75
"2 adults, 1 child",1000,"SNAP, TANF, WIC, Housing",2077.28,5.75
"2 adults, 1 child",1000,"Child Care, SNAP, TANF, WIC, Housing",2727.28,5.75
"2 adults, 1 child",1010,After-tax income,1221.15,5.8
"2 adults, 1 child",1010,"SNAP, TANF, WIC, Housing",2081.11,5.8
"2 adults, 1 child",1010,"Child Care, SNAP, TANF, WIC, Housing",2730.11,5.8
"2 adults, 1 child",1020,After-tax income,1230.39,5.86
"2 adults, 1 child",1020,"SNAP, TANF, WIC, Housing",2084.95,5.86
"2 adults, 1 child",1020,"Child Care, SNAP, TANF, WIC, Housing",2732.95,5.86
"2 adults, 1 child",1030,After-tax income,1239.62,5.92
"2 adults, 1 child",1030,"SNAP, TANF, WIC, Housing",2088.78,5.92
"2 adults, 1 child",1030,"Child Care, SNAP, TANF, WIC, Housing",2735.78,5.92
"2 adults, 1 child",1040,After-tax income,1248.86,5.98
"2 adults, 1 child",1040,"SNAP, TANF, WIC, Housing",2092.62,5.98
"2 adults, 1 child",1040,"Child Care, SNAP, TANF, WIC, Housing",2738.62,5.98
"2 adults, 1 child",1050,After-tax income,1258.09,6.03
"2 adults, 1 child",1050,"SNAP, TANF, WIC, Housing",2096.45,6.03
"2 adults, 1 child",1050,"Child Care, SNAP, TANF, WIC, Housing",2741.45,6.03
"2 adults, 1 child",1060,After-tax income,1267.33,6.09
"2 adults, 1 child",1060,"SNAP, TANF, WIC, Housing",2100.29,6.09
"2 adults, 1 child",1060,"Child Care, SNAP, TANF, WIC, Housing",2744.29,6.09
"2 adults, 1 child",1070,After-tax income,1276.56,6.15
"2 adults, 1 child",1070,"SNAP, TANF, WIC, Housing",2104.12,6.15
"2 adults, 1 child",1070,"Child Care, SNAP, TANF, WIC, Housing",2747.12,6.15
"2 adults, 1 child",1080,After-tax income,1285.8,6.21
"2 adults, 1 child",1080,"SNAP, TANF, WIC, Housing",2107.96,6.21
"2 adults, 1 child",1080,"Child Care, SNAP, TANF, WIC, Housing",2749.96,6.21
"2 adults, 1 child",1090,After-tax income,1295.03,6.26
"2 adults, 1 child",1090,"SNAP, TANF, WIC, Housing",2111.79,6.26
"2 adults, 1 child",1090,"Child Care, SNAP, TANF, WIC, Housing",2752.79,6.26
"2 adults, 1 child",1100,After-tax income,1304.27,6.32
"2 adults, 1 child",1100,"SNAP, TANF, WIC, Housing",2115.63,6.32
"2 adults, 1 child",1100,"Child Care, SNAP, TANF, WIC, Housing",2755.63,6.32
"2 adults, 1 child",1110,After-tax income,1313.5,6.38
"2 adults, 1 child",1110,"SNAP, TANF, WIC, Housing",2119.46,6.38
"2 adults, 1 child",1110,"Child Care, SNAP, TANF, WIC, Housing",2758.46,6.38
"2 adults, 1 child",1120,After-tax income,1322.74,6.44
"2 adults, 1 child",1120,"SNAP, TANF, WIC, Housing",2123.3,6.44
"2 adults, 1 child",1120,"Child Care, SNAP, TANF, WIC, Housing",2761.3,6.44
"2 adults, 1 child",1130,After-tax income,1331.97,6.49
"2 adults, 1 child",1130,"SNAP, TANF, WIC, Housing",2127.13,6.49
"2 adults, 1 child",1130,"Child Care, SNAP, TANF, WIC, Housing",2764.13,6.49
"2 adults, 1 child",1140,After-tax income,1341.21,6.55
"2 adults, 1 child",1140,"SNAP, TANF, WIC, Housing",2130.97,6.55
"2 adults, 1 child",1140,"Child Care, SNAP, TANF, WIC, Housing",2766.97,6.55
"2 adults, 1 child",1150,After-tax income,1350.44,6.61
"2 adults, 1 child",1150,"SNAP, TANF, WIC, Housing",2134.8,6.61
"2 adults, 1 child",1150,"Child Care, SNAP, TANF, WIC, Housing",2769.8,6.61
"2 adults, 1 child",1160,After-tax income,1359.68,6.67
"2 adults, 1 child",1160,"SNAP, TANF, WIC, Housing",2138.64,6.67
"2 adults, 1 child",1160,"Child Care, SNAP, TANF, WIC, Housing",2772.64,6.67
"2 adults, 1 child",1170,After-tax income,1368.91,6.72
"2 adults, 1 child",1170,"SNAP, TANF, WIC, Housing",2142.47,6.72
"2 adults, 1 child",1170,"Child Care, SNAP, TANF, WIC, Housing",2775.47,6.72
"2 adults, 1 child",1180,After-tax income,1378.15,6.78
"2 adults, 1 child",1180,"SNAP, TANF, WIC, Housing",2146.31,6.78
"2 adults, 1 child",1180,"Child Care, SNAP, TANF, WIC, Housing",2778.31,6.78
"2 adults, 1 child",1190,After-tax income,1387.38,6.84
"2 adults, 1 child",1190,"SNAP, TANF, WIC, Housing",2150.14,6.84
"2 adults, 1 child",1190,"Child Care, SNAP, TANF, WIC, Housing",2781.14,6.84
"2 adults, 1 child",1200,After-tax income,1396.62,6.9
"2 adults, 1 child",1200,"SNAP, TANF, WIC, Housing",2153.98,6.9
"2 adults, 1 child",1200,"Child Care, SNAP, TANF, WIC, Housing",2783.98,6.9
"2 adults, 1 child",1210,After-tax income,1405.85,6.95
"2 adults, 1 child",1210,"SNAP, TANF, WIC, Housing",2157.81,6.95
"2 adults, 1 child",1210,"Child Care, SNAP, TANF, WIC, Housing",2786.81,6.95
"2 adults, 1 child",1220,After-tax income,1415.09,7.01
"2 adults, 1 child",1220,"SNAP, TANF, WIC, Housing",2161.65,7.01
"2 adults, 1 child",1220,"Child Care, SNAP, TANF, WIC, Housing",2789.65,7.01
"2 adults, 1 child",1230,After-tax income,1424.32,7.07
"2 adults, 1 child",1230,"SNAP, TANF, WIC, Housing",2165.48,7.07
"2 adults, 1 child",1230,"Child Care, SNAP, TANF, WIC, Housing",2792.48,7.07
"2 adults, 1 child",1240,After-tax income,1433.56,7.13
"2 adults, 1 child",1240,"SNAP, TANF, WIC, Housing",2169.32,7.13
"2 adults, 1 child",1240,"Child Care, SNAP, TANF, WIC, Housing",2795.32,7.13
"2 adults, 1 child",1250,After-tax income,1442.79,7.18
"2 adults, 1 child",1250,"SNAP, TANF, WIC, Housing",2173.15,7.18
"2 adults, 1 child",1250,"Child Care, SNAP, TANF, WIC, Housing",2798.15,7.18
"2 adults, 1 child",1260,After-tax income,1452.03,7.24
"2 adults, 1 child",1260,"SNAP, TANF, WIC, Housing",2176.99,7.24
"2 adults, 1 child",1260,"Child Care, SNAP, TANF, WIC, Housing",2800.99,7.24
"2 adults, 1 child",1270,After-tax income,1461.26,7.3
"2 adults, 1 child",1270,"SNAP, TANF, WIC, Housing",2180.82,7.3
"2 adults, 1 child",1270,"Child Care, SNAP, TANF, WIC, Housing",2803.82,7.3
"2 adults, 1 child",1280,After-tax income,1470.5,7.36
"2 adults, 1 child",1280,"SNAP, TANF, WIC, Housing",2184.66,7.36
"2 adults, 1 child",1280,"Child Care, SNAP, TANF, WIC, Housing",2806.66,7.36
"2 adults, 1 child",1290,After-tax income,1479.73,7.41
"2 adults, 1 child",1290,"SNAP, TANF, WIC, Housing",2188.49,7.41
"2 adults, 1 child",1290,"Child Care, SNAP, TANF, WIC, Housing",2809.49,7.41
"2 adults, 1 child",1300,After-tax income,1488.97,7.47
"2 adults, 1 child",1300,"SNAP, TANF, WIC, Housing",2192.33,7.47
"2 adults, 1 child",1300,"Child Care, SNAP, TANF, WIC, Housing",2812.33,7.47
"2 adults, 1 child",1310,After-tax income,1498.2,7.53
"2 adults, 1 child",1310,"SNAP, TANF, WIC, Housing",2196.16,7.53
"2 adults, 1 child",1310,"Child Care, SNAP, TANF, WIC, Housing",2815.16,7.53
"2 adults, 1 child",1320,After-tax income,1507.44,7.59
"2 adults, 1 child",1320,"SNAP, TANF, WIC, Housing",2200,7.59
"2 adults, 1 child",1320,"Child Care, SNAP, TANF, WIC, Housing",2818,7.59
"2 adults, 1 child",1330,After-tax income,1516.67,7.64
"2 adults, 1 child",1330,"SNAP, TANF, WIC, Housing",2203.83,7.64
"2 adults, 1 child",1330,"Child Care, SNAP, TANF, WIC, Housing",2820.83,7.64
"2 adults, 1 child",1340,After-tax income,1525.91,7.7
"2 adults, 1 child",1340,"SNAP, TANF, WIC, Housing",2207.67,7.7
"2 adults, 1 child",1340,"Child Care, SNAP, TANF, WIC, Housing",2823.67,7.7
"2 adults, 1 child",1350,After-tax income,1535.14,7.76
"2 adults, 1 child",1350,"SNAP, TANF, WIC, Housing",2211.5,7.76
"2 adults, 1 child",1350,"Child Care, SNAP, TANF, WIC, Housing",2826.5,7.76
"2 adults, 1 child",1360,After-tax income,1544.38,7.82
"2 adults, 1 child",1360,"SNAP, TANF, WIC, Housing",2215.34,7.82
"2 adults, 1 child",1360,"Child Care, SNAP, TANF, WIC, Housing",2829.34,7.82
"2 adults, 1 child",1370,After-tax income,1553.61,7.87
"2 adults, 1 child",1370,"SNAP, TANF, WIC, Housing",2219.17,7.87
"2 adults, 1 child",1370,"Child Care, SNAP, TANF, WIC, Housing",2832.17,7.87
"2 adults, 1 child",1380,After-tax income,1562.85,7.93
"2 adults, 1 child",1380,"SNAP, TANF, WIC, Housing",2223.01,7.93
"2 adults, 1 child",1380,"Child Care, SNAP, TANF, WIC, Housing",2835.01,7.93
"2 adults, 1 child",1390,After-tax income,1572.08,7.99
"2 adults, 1 child",1390,"SNAP, TANF, WIC, Housing",2226.84,7.99
"2 adults, 1 child",1390,"Child Care, SNAP, TANF, WIC, Housing",2837.84,7.99
"2 adults, 1 child",1400,After-tax income,1581.32,8.05
"2 adults, 1 child",1400,"SNAP, TANF, WIC, Housing",2230.68,8.05
"2 adults, 1 child",1400,"Child Care, SNAP, TANF, WIC, Housing",2840.68,8.05
"2 adults, 1 child",1410,After-tax income,1590.55,8.1
"2 adults, 1 child",1410,"SNAP, TANF, WIC, Housing",2234.51,8.1
"2 adults, 1 child",1410,"Child Care, SNAP, TANF, WIC, Housing",2843.51,8.1
"2 adults, 1 child",1420,After-tax income,1599.79,8.16
"2 adults, 1 child",1420,"SNAP, TANF, WIC, Housing",2238.35,8.16
"2 adults, 1 child",1420,"Child Care, SNAP, TANF, WIC, Housing",2846.35,8.16
"2 adults, 1 child",1430,After-tax income,1609.02,8.22
"2 adults, 1 child",1430,"SNAP, TANF, WIC, Housing",2242.18,8.22
"2 adults, 1 child",1430,"Child Care, SNAP, TANF, WIC, Housing",2849.18,8.22
"2 adults, 1 child",1440,After-tax income,1618.26,8.28
"2 adults, 1 child",1440,"SNAP, TANF, WIC, Housing",2246.02,8.28
"2 adults, 1 child",1440,"Child Care, SNAP, TANF, WIC, Housing",2852.02,8.28
"2 adults, 1 child",1450,After-tax income,1627.49,8.33
"2 adults, 1 child",1450,"SNAP, TANF, WIC, Housing",2249.85,8.33
"2 adults, 1 child",1450,"Child Care, SNAP, TANF, WIC, Housing",2854.85,8.33
"2 adults, 1 child",1460,After-tax income,1636.73,8.39
"2 adults, 1 child",1460,"SNAP, TANF, WIC, Housing",2253.69,8.39
"2 adults, 1 child",1460,"Child Care, SNAP, TANF, WIC, Housing",2857.69,8.39
"2 adults, 1 child",1470,After-tax income,1645.96,8.45
"2 adults, 1 child",1470,"SNAP, TANF, WIC, Housing",2257.52,8.45
"2 adults, 1 child",1470,"Child Care, SNAP, TANF, WIC, Housing",2860.52,8.45
"2 adults, 1 child",1480,After-tax income,1655.2,8.51
"2 adults, 1 child",1480,"SNAP, TANF, WIC, Housing",2261.36,8.51
"2 adults, 1 child",1480,"Child Care, SNAP, TANF, WIC, Housing",2863.36,8.51
"2 adults, 1 child",1490,After-tax income,1664.43,8.56
"2 adults, 1 child",1490,"SNAP, TANF, WIC, Housing",2265.19,8.56
"2 adults, 1 child",1490,"Child Care, SNAP, TANF, WIC, Housing",2866.19,8.56
"2 adults, 1 child",1500,After-tax income,1673.67,8.62
"2 adults, 1 child",1500,"SNAP, TANF, WIC, Housing",2269.03,8.62
"2 adults, 1 child",1500,"Child Care, SNAP, TANF, WIC, Housing",2869.03,8.62
"2 adults, 1 child",1510,After-tax income,1682.9,8.68
"2 adults, 1 child",1510,"SNAP, TANF, WIC, Housing",2272.86,8.68
"2 adults, 1 child",1510,"Child Care, SNAP, TANF, WIC, Housing",2871.86,8.68
"2 adults, 1 child",1520,After-tax income,1692.14,8.74
"2 adults, 1 child",1520,"SNAP, TANF, WIC, Housing",2276.7,8.74
"2 adults, 1 child",1520,"Child Care, SNAP, TANF, WIC, Housing",2874.7,8.74
"2 adults, 1 child",1530,After-tax income,1701.37,8.79
"2 adults, 1 child",1530,"SNAP, TANF, WIC, Housing",2280.53,8.79
"2 adults, 1 child",1530,"Child Care, SNAP, TANF, WIC, Housing",2877.53,8.79
"2 adults, 1 child",1540,After-tax income,1710.61,8.85
"2 adults, 1 child",1540,"SNAP, TANF, WIC, Housing",2284.37,8.85
"2 adults, 1 child",1540,"Child Care, SNAP, TANF, WIC, Housing",2880.37,8.85
"2 adults, 1 child",1550,After-tax income,1719.84,8.91
"2 adults, 1 child",1550,"SNAP, TANF, WIC, Housing",2288.2,8.91
"2 adults, 1 child",1550,"Child Care, SNAP, TANF, WIC, Housing",2883.2,8.91
"2 adults, 1 child",1560,After-tax income,1729.08,8.97
"2 adults, 1 child",1560,"SNAP, TANF, WIC, Housing",2292.04,8.97
"2 adults, 1 child",1560,"Child Care, SNAP, TANF, WIC, Housing",2886.04,8.97
"2 adults, 1 child",1570,After-tax income,1738.31,9.02
"2 adults, 1 child",1570,"SNAP, TANF, WIC, Housing",2295.87,9.02
"2 adults, 1 child",1570,"Child Care, SNAP, TANF, WIC, Housing",2888.87,9.02
"2 adults, 1 child",1580,After-tax income,1747.55,9.08
"2 adults, 1 child",1580,"SNAP, TANF, WIC, Housing",2299.71,9.08
"2 adults, 1 child",1580,"Child Care, SNAP, TANF, WIC, Housing",2891.71,9.08
"2 adults, 1 child",1590,After-tax income,1756.78,9.14
"2 adults, 1 child",1590,"SNAP, TANF, WIC, Housing",2303.54,9.14
"2 adults, 1 child",1590,"Child Care, SNAP, TANF, WIC, Housing",2894.54,9.14
"2 adults, 1 child",1600,After-tax income,1766.02,9.2
"2 adults, 1 child",1600,"SNAP, TANF, WIC, Housing",2307.38,9.2
"2 adults, 1 child",1600,"Child Care, SNAP, TANF, WIC, Housing",2897.38,9.2
"2 adults, 1 child",1610,After-tax income,1775.25,9.25
"2 adults, 1 child",1610,"SNAP, TANF, WIC, Housing",2311.21,9.25
"2 adults, 1 child",1610,"Child Care, SNAP, TANF, WIC, Housing",2900.21,9.25
"2 adults, 1 child",1620,After-tax income,1784.49,9.31
"2 adults, 1 child",1620,"SNAP, TANF, WIC, Housing",2315.05,9.31
"2 adults, 1 child",1620,"Child Care, SNAP, TANF, WIC, Housing",2903.05,9.31
"2 adults, 1 child",1630,After-tax income,1793.72,9.37
"2 adults, 1 child",1630,"SNAP, TANF, WIC, Housing",2318.88,9.37
"2 adults, 1 child",1630,"Child Care, SNAP, TANF, WIC, Housing",2905.88,9.37
"2 adults, 1 child",1640,After-tax income,1802.96,9.43
"2 adults, 1 child",1640,"SNAP, TANF, WIC, Housing",2322.72,9.43
"2 adults, 1 child",1640,"Child Care, SNAP, TANF, WIC, Housing",2908.72,9.43
"2 adults, 1 child",1650,After-tax income,1812.19,9.48
"2 adults, 1 child",1650,"SNAP, TANF, WIC, Housing",2326.55,9.48
"2 adults, 1 child",1650,"Child Care, SNAP, TANF, WIC, Housing",2911.55,9.48
"2 adults, 1 child",1660,After-tax income,1821.43,9.54
"2 adults, 1 child",1660,"SNAP, TANF, WIC, Housing",2330.39,9.54
"2 adults, 1 child",1660,"Child Care, SNAP, TANF, WIC, Housing",2914.39,9.54
"2 adults, 1 child",1670,After-tax income,1830.66,9.6
"2 adults, 1 child",1670,"SNAP, TANF, WIC, Housing",2334.22,9.6
"2 adults, 1 child",1670,"Child Care, SNAP, TANF, WIC, Housing",2917.22,9.6
"2 adults, 1 child",1680,After-tax income,1839.9,9.66
"2 adults, 1 child",1680,"SNAP, TANF, WIC, Housing",2338.06,9.66
"2 adults, 1 child",1680,"Child Care, SNAP, TANF, WIC, Housing",2920.06,9.66
"2 adults, 1 child",1690,After-tax income,1849.13,9.71
"2 adults, 1 child",1690,"SNAP, TANF, WIC, Housing",2341.89,9.71
"2 adults, 1 child",1690,"Child Care, SNAP, TANF, WIC, Housing",2922.89,9.71
"2 adults, 1 child",1700,After-tax income,1858.37,9.77
"2 adults, 1 child",1700,"SNAP, TANF, WIC, Housing",2345.73,9.77
"2 adults, 1 child",1700,"Child Care, SNAP, TANF, WIC, Housing",2925.73,9.77
"2 adults, 1 child",1710,After-tax income,1867.6,9.83
"2 adults, 1 child",1710,"SNAP, TANF, WIC, Housing",2349.56,9.83
"2 adults, 1 child",1710,"Child Care, SNAP, TANF, WIC, Housing",2928.56,9.83
"2 adults, 1 child",1720,After-tax income,1876.84,9.89
"2 adults, 1 child",1720,"SNAP, TANF, WIC, Housing",2353.4,9.89
"2 adults, 1 child",1720,"Child Care, SNAP, TANF, WIC, Housing",2931.4,9.89
"2 adults, 1 child",1730,After-tax income,1886.07,9.94
"2 adults, 1 child",1730,"SNAP, TANF, WIC, Housing",2357.23,9.94
"2 adults, 1 child",1730,"Child Care, SNAP, TANF, WIC, Housing",2934.23,9.94
"2 adults, 1 child",1740,After-tax income,1895.31,10
"2 adults, 1 child",1740,"SNAP, TANF, WIC, Housing",2361.07,10
"2 adults, 1 child",1740,"Child Care, SNAP, TANF, WIC, Housing",2937.07,10
"2 adults, 1 child",1750,After-tax income,1904.54,10.06
"2 adults, 1 child",1750,"SNAP, TANF, WIC, Housing",2364.9,10.06
"2 adults, 1 child",1750,"Child Care, SNAP, TANF, WIC, Housing",2939.9,10.06
"2 adults, 1 child",1760,After-tax income,1913.78,10.11
"2 adults, 1 child",1760,"SNAP, TANF, WIC, Housing",2368.74,10.11
"2 adults, 1 child",1760,"Child Care, SNAP, TANF, WIC, Housing",2942.74,10.11
"2 adults, 1 child",1770,After-tax income,1923.01,10.17
"2 adults, 1 child",1770,"SNAP, TANF, WIC, Housing",2372.57,10.17
"2 adults, 1 child",1770,"Child Care, SNAP, TANF, WIC, Housing",2945.57,10.17
"2 adults, 1 child",1780,After-tax income,1932.25,10.23
"2 adults, 1 child",1780,"SNAP, TANF, WIC, Housing",2376.41,10.23
"2 adults, 1 child",1780,"Child Care, SNAP, TANF, WIC, Housing",2948.41,10.23
"2 adults, 1 child",1790,After-tax income,1941.48,10.29
"2 adults, 1 child",1790,"SNAP, TANF, WIC, Housing",2380.24,10.29
"2 adults, 1 child",1790,"Child Care, SNAP, TANF, WIC, Housing",2951.24,10.29
"2 adults, 1 child",1800,After-tax income,1950.72,10.34
"2 adults, 1 child",1800,"SNAP, TANF, WIC, Housing",2384.08,10.34
"2 adults, 1 child",1800,"Child Care, SNAP, TANF, WIC, Housing",2954.08,10.34
"2 adults, 1 child",1810,After-tax income,1959.95,10.4
"2 adults, 1 child",1810,"SNAP, TANF, WIC, Housing",2387.91,10.4
"2 adults, 1 child",1810,"Child Care, SNAP, TANF, WIC, Housing",2956.91,10.4
"2 adults, 1 child",1820,After-tax income,1969.19,10.46
"2 adults, 1 child",1820,"SNAP, TANF, WIC, Housing",2391.75,10.46
"2 adults, 1 child",1820,"Child Care, SNAP, TANF, WIC, Housing",2959.75,10.46
"2 adults, 1 child",1830,After-tax income,1978.42,10.52
"2 adults, 1 child",1830,"SNAP, TANF, WIC, Housing",2395.58,10.52
"2 adults, 1 child",1830,"Child Care, SNAP, TANF, WIC, Housing",2962.58,10.52
"2 adults, 1 child",1840,After-tax income,1987.66,10.57
"2 adults, 1 child",1840,"SNAP, TANF, WIC, Housing",2399.42,10.57
"2 adults, 1 child",1840,"Child Care, SNAP, TANF, WIC, Housing",2965.42,10.57
"2 adults, 1 child",1850,After-tax income,1996.89,10.63
"2 adults, 1 child",1850,"SNAP, TANF, WIC, Housing",2403.25,10.63
"2 adults, 1 child",1850,"Child Care, SNAP, TANF, WIC, Housing",2968.25,10.63
"2 adults, 1 child",1860,After-tax income,2006.13,10.69
"2 adults, 1 child",1860,"SNAP, TANF, WIC, Housing",2407.09,10.69
"2 adults, 1 child",1860,"Child Care, SNAP, TANF, WIC, Housing",2971.09,10.69
"2 adults, 1 child",1870,After-tax income,2015.36,10.75
"2 adults, 1 child",1870,"SNAP, TANF, WIC, Housing",2410.92,10.75
"2 adults, 1 child",1870,"Child Care, SNAP, TANF, WIC, Housing",2973.92,10.75
"2 adults, 1 child",1880,After-tax income,2024.6,10.8
"2 adults, 1 child",1880,"SNAP, TANF, WIC, Housing",2414.76,10.8
"2 adults, 1 child",1880,"Child Care, SNAP, TANF, WIC, Housing",2976.76,10.8
"2 adults, 1 child",1890,After-tax income,2033.83,10.86
"2 adults, 1 child",1890,"SNAP, TANF, WIC, Housing",2418.59,10.86
"2 adults, 1 child",1890,"Child Care, SNAP, TANF, WIC, Housing",2979.59,10.86
"2 adults, 1 child",1900,After-tax income,2043.07,10.92
"2 adults, 1 child",1900,"SNAP, TANF, WIC, Housing",2422.43,10.92
"2 adults, 1 child",1900,"Child Care, SNAP, TANF, WIC, Housing",2982.43,10.92
"2 adults, 1 child",1910,After-tax income,2052.3,10.98
"2 adults, 1 child",1910,"SNAP, TANF, WIC, Housing",2426.26,10.98
"2 adults, 1 child",1910,"Child Care, SNAP, TANF, WIC, Housing",2985.26,10.98
"2 adults, 1 child",1920,After-tax income,2061.54,11.03
"2 adults, 1 child",1920,"SNAP, TANF, WIC, Housing",2430.1,11.03
"2 adults, 1 child",1920,"Child Care, SNAP, TANF, WIC, Housing",2988.1,11.03
"2 adults, 1 child",1930,After-tax income,2070.77,11.09
"2 adults, 1 child",1930,"SNAP, TANF, WIC, Housing",2433.93,11.09
"2 adults, 1 child",1930,"Child Care, SNAP, TANF, WIC, Housing",2990.93,11.09
"2 adults, 1 child",1940,After-tax income,2080.01,11.15
"2 adults, 1 child",1940,"SNAP, TANF, WIC, Housing",2437.77,11.15
"2 adults, 1 child",1940,"Child Care, SNAP, TANF, WIC, Housing",2993.77,11.15
"2 adults, 1 child",1950,After-tax income,2089.24,11.21
"2 adults, 1 child",1950,"SNAP, TANF, WIC, Housing",2443.6,11.21
"2 adults, 1 child",1950,"Child Care, SNAP, TANF, WIC, Housing",2998.6,11.21
"2 adults, 1 child",1960,After-tax income,2098.48,11.26
"2 adults, 1 child",1960,"SNAP, TANF, WIC, Housing",2450.44,11.26
"2 adults, 1 child",1960,"Child Care, SNAP, TANF, WIC, Housing",3004.44,11.26
"2 adults, 1 child",1970,After-tax income,2107.71,11.32
"2 adults, 1 child",1970,"SNAP, TANF, WIC, Housing",2457.27,11.32
"2 adults, 1 child",1970,"Child Care, SNAP, TANF, WIC, Housing",3010.27,11.32
"2 adults, 1 child",1980,After-tax income,2116.95,11.38
"2 adults, 1 child",1980,"SNAP, TANF, WIC, Housing",2464.11,11.38
"2 adults, 1 child",1980,"Child Care, SNAP, TANF, WIC, Housing",3016.11,11.38
"2 adults, 1 child",1990,After-tax income,2126.18,11.44
"2 adults, 1 child",1990,"SNAP, TANF, WIC, Housing",2470.94,11.44
"2 adults, 1 child",1990,"Child Care, SNAP, TANF, WIC, Housing",3021.94,11.44
"2 adults, 1 child",2000,After-tax income,2135.42,11.49
"2 adults, 1 child",2000,"SNAP, TANF, WIC, Housing",2477.78,11.49
"2 adults, 1 child",2000,"Child Care, SNAP, TANF, WIC, Housing",3027.78,11.49
"2 adults, 1 child",2010,After-tax income,2144.1,11.55
"2 adults, 1 child",2010,"SNAP, TANF, WIC, Housing",2484.06,11.55
"2 adults, 1 child",2010,"Child Care, SNAP, TANF, WIC, Housing",3033.06,11.55
"2 adults, 1 child",2020,After-tax income,2152.79,11.61
"2 adults, 1 child",2020,"SNAP, TANF, WIC, Housing",2490.35,11.61
"2 adults, 1 child",2020,"Child Care, SNAP, TANF, WIC, Housing",3038.35,11.61
