DSI,EIC,FLPDYR,MARS,XTOT,e00200,e00200p,e00200s,RECID
0,3,2019,2,5,75360,52752,22608,5032
0,0,2019,1,1,75480,75480,0,5033
0,1,2019,1,2,75480,75480,0,5034
0,2,2019,1,3,75480,75480,0,5035
0,3,2019,1,4,75480,75480,0,5036
0,0,2019,2,2,75480,52836,22644,5037
0,1,2019,2,3,75480,52836,22644,5038
0,2,2019,2,4,75480,52836,22644,5039
0,3,2019,2,5,75480,52836,22644,5040
0,0,2019,1,1,75600,75600,0,5041
0,1,2019,1,2,75600,75600,0,5042
0,2,2019,1,3,75600,75600,0,5043
0,3,2019,1,4,75600,75600,0,5044
0,0,2019,2,2,75600,52920,22680,5045
0,1,2019,2,3,75600,52920,22680,5046
0,2,2019,2,4,75600,52920,22680,5047
0,3,2019,2,5,75600,52920,22680,5048
0,0,2019,1,1,75720,75720,0,5049
0,1,2019,1,2,75720,75720,0,5050
0,2,2019,1,3,75720,75720,0,5051
0,3,2019,1,4,75720,75720,0,5052
0,0,2019,2,2,75720,53004,22716,5053
0,1,2019,2,3,75720,53004,22716,5054
0,2,2019,2,4,75720,53004,22716,5055
0,3,2019,2,5,75720,53004,22716,5056
0,0,2019,1,1,75840,75840,0,5057
0,1,2019,1,2,75840,75840,0,5058
0,2,2019,1,3,75840,75840,0,5059
0,3,2019,1,4,75840,75840,0,5060
0,0,2019,2,2,75840,53088,22752,5061
0,1,2019,2,3,75840,53088,22752,5062
0,2,2019,2,4,75840,53088,22752,5063
0,3,2019,2,5,75840,53088,22752,5064
0,0,2019,1,1,75960,75960,0,5065
0,1,2019,1,2,75960,75960,0,5066
0,2,2019,1,3,75960,75960,0,5067
0,3,2019,1,4,75960,75960,0,5068
0,0,2019,2,2,75960,53172,22788,5069
0,1,2019,2,3,75960,53172,22788,5070
0,2,2019,2,4,75960,53172,22788,5071
0,3,2019,2,5,75960,53172,22788,5072
0,0,2019,1,1,76080,76080,0,5073
0,1,2019,1,2,76080,76080,0,5074
0,2,2019,1,3,76080,76080,0,5075
0,3,2019,1,4,76080,76080,0,5076
0,0,2019,2,2,76080,53256,22824,5077
0,1,2019,2,3,76080,53256,22824,5078
0,2,2019,2,4,76080,53256,22824,5079
0,3,2019,2,5,76080,53256,22824,5080
0,0,2019,1,1,76200,76200,0,5081
0,1,2019,1,2,76200,76200,0,5082
0,2,2019,1,3,76200,76200,0,5083
0,3,2019,1,4,76200,76200,0,5084
0,0,2019,2,2,76200,53340,22860,5085
0,1,2019,2,3,76200,53340,22860,5086
0,2,2019,2,4,76200,53340,22860,5087
0,3,2019,2,5,76200,53340,22860,5088
0,0,2019,1,1,76320,76320,0,5089
0,1,2019,1,2,76320,76320,0,5090
0,2,2019,1,3,76320,76320,0,5091
0,3,2019,1,4,76320,76320,0,5092
0,0,2019,2,2,76320,53424,22896,5093
0,1,2019,2,3,76320,53424,22896,5094
0,2,2019,2,4,76320,53424,22896,5095
0,3,2019,2,5,76320,53424,22896,5096
0,0,2019,1,1,76440,76440,0,5097
0,1,2019,1,2,76440,76440,0,5098
0,2,2019,1,3,76440,76440,0,5099
0,3,2019,1,4,76440,76440,0,5100
0,0,2019,2,2,76440,53508,22932,5101
0,1,2019,2,3,76440,53508,22932,5102
0,2,2019,2,4,76440,53508,22932,5103
0,3,2019,2,5,76440,53508,22932,5104
0,0,2019,1,1,76560,76560,0,5105
0,1,2019,1,2,76560,76560,0,5106
0,2,2019,1,3,76560,76560,0,5107
0,3,2019,1,4,76560,76560,0,5108
0,0,2019,2,2,76560,53592,22968,5109
0,1,2019,2,3,76560,53592,22968,5110
0,2,2019,2,4,76560,53592,22968,5111
0,3,2019,2,5,76560,53592,22968,5112
0,0,2019,1,1,76680,76680,0,5113
0,1,2019,1,2,76680,76680,0,5114
0,2,2019,1,3,76680,76680,0,5115
0,3,2019,1,4,76680,76680,0,5116
0,0,2019,2,2,76680,53676,23004,5117
0,1,2019,2,3,76680,53676,23004,5118
0,2,2019,2,4,76680,53676,23004,5119
0,3,2019,2,5,76680,53676,23004,5120
0,0,2019,1,1,76800,76800,0,5121
0,1,2019,1,2,76800,76800,0,5122
0,2,2019,1,3,76800,76800,0,5123
0,3,2019,1,4,76800,76800,0,5124
0,0,2019,2,2,76800,53760,23040,5125
0,1,2019,2,3,76800,53760,23040,5126
0,2,2019,2,4,76800,53760,23040,5127
0,3,2019,2,5,76800,53760,23040,5128
0,0,2019,1,1,76920,76920,0,5129
0,1,2019,1,2,76920,76920,0,5130
0,2,2019,1,3,76920,76920,0,5131
0,3,2019,1,4,76920,76920,0,5132
0,0,2019,2,2,76920,53844,23076,5133
0,1,2019,2,3,76920,53844,23076,5134
0,2,2019,2,4,76920,53844,23076,5135
0,3,2019,2,5,76920,53844,23076,5136
0,0,2019,1,1,77040,77040,0,5137
0,1,2019,1,2,77040,77040,0,5138
0,2,2019,1,3,77040,77040,0,5139
0,3,2019,1,4,77040,77040,0,5140
0,0,2019,2,2,77040,53928,23112,5141
0,1,2019,2,3,77040,53928,23112,5142
0,2,2019,2,4,77040,53928,23112,5143
0,3,2019,2,5,77040,53928,23112,5144
0,0,2019,1,1,77160,77160,0,5145
0,1,2019,1,2,77160,77160,0,5146
0,2,2019,1,3,77160,77160,0,5147
0,3,2019,1,4,77160,77160,0,5148
0,0,2019,2,2,77160,54012,23148,5149
0,1,2019,2,3,77160,54012,23148,5150
0,2,2019,2,4,77160,54012,23148,5151
0,3,2019,2,5,77160,54012,23148,5152
0,0,2019,1,1,77280,77280,0,5153
0,1,2019,1,2,77280,77280,0,5154
0,2,2019,1,3,77280,77280,0,5155
0,3,2019,1,4,77280,77280,0,5156
0,0,2019,2,2,77280,54096,23184,5157
0,1,2019,2,3,77280,54096,23184,5158
0,2,2019,2,4,77280,54096,23184,5159
0,3,2019,2,5,77280,54096,23184,5160
0,0,2019,1,1,77400,77400,0,5161
0,1,2019,1,2,77400,77400,0,5162
0,2,2019,1,3,77400,77400,0,5163
0,3,2019,1,4,77400,77400,0,5164
0,0,2019,2,2,77400,54180,23220,5165
0,1,2019,2,3,77400,54180,23220,5166
0,2,2019,2,4,77400,54180,23220,5167
0,3,2019,2,5,77400,54180,23220,5168
0,0,2019,1,1,77520,77520,0,5169
0,1,2019,1,2,77520,77520,0,5170
0,2,2019,1,3,77520,77520,0,5171
0,3,2019,1,4,77520,77520,0,5172
0,0,2019,2,2,77520,54264,23256,5173
0,1,2019,2,3,77520,54264,23256,5174
0,2,2019,2,4,77520,54264,23256,5175
0,3,2019,2,5,77520,54264,23256,5176
0,0,2019,1,1,77640,77640,0,5177
0,1,2019,1,2,77640,77640,0,5178
0,2,2019,1,3,77640,77640,0,5179
0,3,2019,1,4,77640,77640,0,5180
0,0,2019,2,2,77640,54348,23292,5181
0,1,2019,2,3,77640,54348,23292,5182
0,2,2019,2,4,77640,54348,23292,5183
0,3,2019,2,5,77640,54348,23292,5184
0,0,2019,1,1,77760,77760,0,5185
0,1,2019,1,2,77760,77760,0,5186
0,2,2019,1,3,77760,77760,0,5187
0,3,2019,1,4,77760,77760,0,5188
0,0,2019,2,2,77760,54432,23328,5189
0,1,2019,2,3,77760,54432,23328,5190
0,2,2019,2,4,77760,54432,23328,5191
0,3,2019,2,5,77760,54432,23328,5192
0,0,2019,1,1,77880,77880,0,5193
0,1,2019,1,2,77880,77880,0,5194
0,2,2019,1,3,77880,77880,0,5195
0,3,2019,1,4,77880,77880,0,5196
0,0,2019,2,2,77880,54516,23364,5197
0,1,2019,2,3,77880,54516,23364,5198
0,2,2019,2,4,77880,54516,23364,5199
0,3,2019,2,5,77880,54516,23364,5200
0,0,2019,1,1,78000,78000,0,5201
0,1,2019,1,2,78000,78000,0,5202
0,2,2019,1,3,78000,78000,0,5203
0,3,2019,1,4,78000,78000,0,5204
0,0,2019,2,2,78000,54600,23400,5205
0,1,2019,2,3,78000,54600,23400,5206
0,2,2019,2,4,78000,54600,23400,5207
0,3,2019,2,5,78000,54600,23400,5208
0,0,2019,1,1,78120,78120,0,5209
0,1,2019,1,2,78120,78120,0,5210
0,2,2019,1,3,78120,78120,0,5211
0,3,2019,1,4,78120,78120,0,5212
0,0,2019,2,2,78120,54684,23436,5213
0,1,2019,2,3,78120,54684,23436,5214
0,2,2019,2,4,78120,54684,23436,5215
0,3,2019,2,5,78120,54684,23436,5216
0,0,2019,1,1,78240,78240,0,5217
0,1,2019,1,2,78240,78240,0,5218
0,2,2019,1,3,78240,78240,0,5219
0,3,2019,1,4,78240,78240,0,5220
0,0,2019,2,2,78240,54768,23472,5221
0,1,2019,2,3,78240,54768,23472,5222
0,2,2019,2,4,78240,54768,23472,5223
0,3,2019,2,5,78240,54768,23472,5224
0,0,2019,1,1,78360,78360,0,5225
0,1,2019,1,2,78360,78360,0,5226
0,2,2019,1,3,78360,78360,0,5227
0,3,2019,1,4,78360,78360,0,5228
0,0,2019,2,2,78360,54852,23508,5229
0,1,2019,2,3,78360,54852,23508,5230
0,2,2019,2,4,78360,54852,23508,5231
0,3,2019,2,5,78360,54852,23508,5232
0,0,2019,1,1,78480,78480,0,5233
0,1,2019,1,2,78480,78480,0,5234
0,2,2019,1,3,78480,78480,0,5235
0,3,2019,1,4,78480,78480,0,5236
0,0,2019,2,2,78480,54936,23544,5237
0,1,2019,2,3,78480,54936,23544,5238
0,2,2019,2,4,78480,54936,23544,5239
0,3,2019,2,5,78480,54936,23544,5240
0,0,2019,1,1,78600,78600,0,5241
0,1,2019,1,2,78600,78600,0,5242
0,2,2019,1,3,78600,78600,0,5243
0,3,2019,1,4,78600,78600,0,5244
0,0,2019,2,2,78600,55020,23580,5245
0,1,2019,2,3,78600,55020,23580,5246
0,2,2019,2,4,78600,55020,23580,5247
0,3,2019,2,5,78600,55020,23580,5248
0,0,2019,1,1,78720,78720,0,5249
0,1,2019,1,2,78720,78720,0,5250
0,2,2019,1,3,78720,78720,0,5251
0,3,2019,1,4,78720,78720,0,5252
0,0,2019,2,2,78720,55104,23616,5253
0,1,2019,2,3,78720,55104,23616,5254
0,2,2019,2,4,78720,55104,23616,5255
0,3,2019,2,5,78720,55104,23616,5256
0,0,2019,1,1,78840,78840,0,5257
0,1,2019,1,2,78840,78840,0,5258
0,2,2019,1,3,78840,78840,0,5259
0,3,2019,1,4,78840,78840,0,5260
0,0,2019,2,2,78840,55188,23652,5261
0,1,2019,2,3,78840,55188,23652,5262
0,2,2019,2,4,78840,55188,23652,5263
0,3,2019,2,5,78840,55188,23652,5264
0,0,2019,1,1,78960,78960,0,5265
0,1,2019,1,2,78960,78960,0,5266
0,2,2019,1,3,78960,78960,0,5267
0,3,2019,1,4,78960,78960,0,5268
0,0,2019,2,2,78960,55272,23688,5269
0,1,2019,2,3,78960,55272,23688,5270
0,2,2019,2,4,78960,55272,23688,5271
0,3,2019,2,5,78960,55272,23688,5272
0,0,2019,1,1,79080,79080,0,5273
0,1,2019,1,2,79080,79080,0,5274
0,2,2019,1,3,79080,79080,0,5275
0,3,2019,1,4,79080,79080,0,5276
0,0,2019,2,2,79080,55356,23724,5277
0,1,2019,2,3,79080,55356,23724,5278
0,2,2019,2,4,79080,55356,23724,5279
0,3,2019,2,5,79080,55356,23724,5280
0,0,2019,1,1,79200,79200,0,5281
0,1,2019,1,2,79200,79200,0,5282
0,2,2019,1,3,79200,79200,0,5283
0,3,2019,1,4,79200,79200,0,5284
0,0,2019,2,2,79200,55440,23760,5285
0,1,2019,2,3,79200,55440,23760,5286
0,2,2019,2,4,79200,55440,23760,5287
0,3,2019,2,5,79200,55440,23760,5288
0,0,2019,1,1,79320,79320,0,5289
0,1,2019,1,2,79320,79320,0,5290
0,2,2019,1,3,79320,79320,0,5291
0,3,2019,1,4,79320,79320,0,5292
0,0,2019,2,2,79320,55524,23796,5293
0,1,2019,2,3,79320,55524,23796,5294
0,2,2019,2,4,79320,55524,23796,5295
0,3,2019,2,5,79320,55524,23796,5296
0,0,2019,1,1,79440,79440,0,5297
0,1,2019,1,2,79440,79440,0,5298
0,2,2019,1,3,79440,79440,0,5299
0,3,2019,1,4,79440,79440,0,5300
0,0,2019,2,2,79440,55608,23832,5301
0,1,2019,2,3,79440,55608,23832,5302
0,2,2019,2,4,79440,55608,23832,5303
0,3,2019,2,5,79440,55608,23832,5304
0,0,2019,1,1,79560,79560,0,5305
0,1,2019,1,2,79560,79560,0,5306
0,2,2019,1,3,79560,79560,0,5307
0,3,2019,1,4,79560,79560,0,5308
0,0,2019,2,2,79560,55692,23868,5309
0,1,2019,2,3,79560,55692,23868,5310
0,2,2019,2,4,79560,55692,23868,5311
0,3,2019,2,5,79560,55692,23868,5312
0,0,2019,1,1,79680,79680,0,5313
0,1,2019,1,2,79680,79680,0,5314
0,2,2019,1,3,79680,79680,0,5315
0,3,2019,1,4,79680,79680,0,5316
0,0,2019,2,2,79680,55776,23904,5317
0,1,2019,2,3,79680,55776,23904,5318
0,2,2019,2,4,79680,55776,23904,5319
0,3,2019,2,5,79680,55776,23904,5320
0,0,2019,1,1,79800,79800,0,5321
0,1,2019,1,2,79800,79800,0,5322
0,2,2019,1,3,79800,79800,0,5323
0,3,2019,1,4,79800,79800,0,5324
0,0,2019,2,2,79800,55860,23940,5325
0,1,2019,2,3,79800,55860,23940,5326
0,2,2019,2,4,79800,55860,23940,5327
0,3,2019,2,5,79800,55860,23940,5328
0,0,2019,1,1,79920,79920,0,5329
0,1,2019,1,2,79920,79920,0,5330
0,2,2019,1,3,79920,79920,0,5331
0,3,2019,1,4,79920,79920,0,5332
0,0,2019,2,2,79920,55944,23976,5333
0,1,2019,2,3,79920,55944,23976,5334
0,2,2019,2,4,79920,55944,23976,5335
0,3,2019,2,5,79920,55944,23976,5336
0,0,2019,1,1,80040,80040,0,5337
0,1,2019,1,2,80040,80040,0,5338
0,2,2019,1,3,80040,80040,0,5339
0,3,2019,1,4,80040,80040,0,5340
0,0,2019,2,2,80040,56028,24012,5341
0,1,2019,2,3,80040,56028,24012,5342
0,2,2019,2,4,80040,56028,24012,5343
0,3,2019,2,5,80040,56028,24012,5344
0,0,2019,1,1,80160,80160,0,5345
0,1,2019,1,2,80160,80160,0,5346
0,2,2019,1,3,80160,80160,0,5347
0,3,2019,1,4,80160,80160,0,5348
0,0,2019,2,2,80160,56112,24048,5349
0,1,2019,2,3,80160,56112,24048,5350
0,2,2019,2,4,80160,56112,24048,5351
0,3,2019,2,5,80160,56112,24048,5352
0,0,2019,1,1,80280,80280,0,5353
0,1,2019,1,2,80280,80280,0,5354
0,2,2019,1,3,80280,80280,0,5355
0,3,2019,1,4,80280,80280,0,5356
0,0,2019,2,2,80280,56196,24084,5357
0,1,2019,2,3,80280,56196,24084,5358
0,2,2019,2,4,80280,56196,24084,5359
0,3,2019,2,5,80280,56196,24084,5360
0,0,2019,1,1,80400,80400,0,5361
0,1,2019,1,2,80400,80400,0,5362
0,2,2019,1,3,80400,80400,0,5363
0,3,2019,1,4,80400,80400,0,5364
0,0,2019,2,2,80400,56280,24120,5365
0,1,2019,2,3,80400,56280,24120,5366
0,2,2019,2,4,80400,56280,24120,5367
0,3,2019,2,5,80400,56280,24120,5368
0,0,2019,1,1,80520,80520,0,5369
0,1,2019,1,2,80520,80520,0,5370
0,2,2019,1,3,80520,80520,0,5371
0,3,2019,1,4,80520,80520,0,5372
0,0,2019,2,2,80520,56364,24156,5373
0,1,2019,2,3,80520,56364,24156,5374
0,2,2019,2,4,80520,56364,24156,5375
0,3,2019,2,5,80520,56364,24156,5376
0,0,2019,1,1,80640,80640,0,5377
0,1,2019,1,2,80640,80640,0,5378
0,2,2019,1,3,80640,80640,0,5379
0,3,2019,1,4,80640,80640,0,5380
0,0,2019,2,2,80640,56448,24192,5381
0,1,2019,2,3,80640,56448,24192,5382
0,2,2019,2,4,80640,56448,24192,5383
0,3,2019,2,5,80640,56448,24192,5384
0,0,2019,1,1,80760,80760,0,5385
0,1,2019,1,2,80760,80760,0,5386
0,2,2019,1,3,80760,80760,0,5387
0,3,2019,1,4,80760,80760,0,5388
0,0,2019,2,2,80760,56532,24228,5389
0,1,2019,2,3,80760,56532,24228,5390
0,2,2019,2,4,80760,56532,24228,5391
0,3,2019,2,5,80760,56532,24228,5392
0,0,2019,1,1,80880,80880,0,5393
0,1,2019,1,2,80880,80880,0,5394
0,2,2019,1,3,80880,80880,0,5395
0,3,2019,1,4,80880,80880,0,5396
0,0,2019,2,2,80880,56616,24264,5397
0,1,2019,2,3,80880,56616,24264,5398
0,2,2019,2,4,80880,56616,24264,5399
0,3,2019,2,5,80880,56616,24264,5400
0,0,2019,1,1,81000,81000,0,5401
0,1,2019,1,2,81000,81000,0,5402
0,2,2019,1,3,81000,81000,0,5403
0,3,2019,1,4,81000,81000,0,5404
0,0,2019,2,2,81000,56700,24300,5405
0,1,2019,2,3,81000,56700,24300,5406
0,2,2019,2,4,81000,56700,24300,5407
0,3,2019,2,5,81000,56700,24300,5408
0,0,2019,1,1,81120,81120,0,5409
0,1,2019,1,2,81120,81120,0,5410
0,2,2019,1,3,81120,81120,0,5411
0,3,2019,1,4,81120,81120,0,5412
0,0,2019,2,2,81120,56784,24336,5413
0,1,2019,2,3,81120,56784,24336,5414
0,2,2019,2,4,81120,56784,24336,5415
0,3,2019,2,5,81120,56784,24336,5416
0,0,2019,1,1,81240,81240,0,5417
0,1,2019,1,2,81240,81240,0,5418
0,2,2019,1,3,81240,81240,0,5419
0,3,2019,1,4,81240,81240,0,5420
0,0,2019,2,2,81240,56868,24372,5421
0,1,2019,2,3,81240,56868,24372,5422
0,2,2019,2,4,81240,56868,24372,5423
0,3,2019,2,5,81240,56868,24372,5424
0,0,2019,1,1,81360,81360,0,5425
0,1,2019,1,2,81360,81360,0,5426
0,2,2019,1,3,81360,81360,0,5427
0,3,2019,1,4,81360,81360,0,5428
0,0,2019,2,2,81360,56952,24408,5429
0,1,2019,2,3,81360,56952,24408,5430
0,2,2019,2,4,81360,56952,24408,5431
0,3,2019,2,5,81360,56952,24408,5432
0,0,2019,1,1,81480,81480,0,5433
0,1,2019,1,2,81480,81480,0,5434
0,2,2019,1,3,81480,81480,0,5435
0,3,2019,1,4,81480,81480,0,5436
0,0,2019,2,2,81480,57036,24444,5437
0,1,2019,2,3,81480,57036,24444,5438
0,2,2019,2,4,81480,57036,24444,5439
0,3,2019,2,5,81480,57036,24444,5440
0,0,2019,1,1,81600,81600,0,5441
0,1,2019,1,2,81600,81600,0,5442
0,2,2019,1,3,81600,81600,0,5443
0,3,2019,1,4,81600,81600,0,5444
0,0,2019,2,2,81600,57120,24480,5445
0,1,2019,2,3,81600,57120,24480,5446
0,2,2019,2,4,81600,57120,24480,5447
0,3,2019,2,5,81600,57120,24480,5448
0,0,2019,1,1,81720,81720,0,5449
0,1,2019,1,2,81720,81720,0,5450
0,2,2019,1,3,81720,81720,0,5451
0,3,2019,1,4,81720,81720,0,5452
0,0,2019,2,2,81720,57204,24516,5453
0,1,2019,2,3,81720,57204,24516,5454
0,2,2019,2,4,81720,57204,24516,5455
0,3,2019,2,5,81720,57204,24516,5456
0,0,2019,1,1,81840,81840,0,5457
0,1,2019,1,2,81840,81840,0,5458
0,2,2019,1,3,81840,81840,0,5459
0,3,2019,1,4,81840,81840,0,5460
0,0,2019,2,2,81840,57288,24552,5461
0,1,2019,2,3,81840,57288,24552,5462
0,2,2019,2,4,81840,57288,24552,5463
0,3,2019,2,5,81840,57288,24552,5464
0,0,2019,1,1,81960,81960,0,5465
0,1,2019,1,2,81960,81960,0,5466
0,2,2019,1,3,81960,81960,0,5467
0,3,2019,1,4,81960,81960,0,5468
0,0,2019,2,2,81960,57372,24588,5469
0,1,2019,2,3,81960,57372,24588,5470
0,2,2019,2,4,81960,57372,24588,5471
0,3,2019,2,5,81960,57372,24588,5472
0,0,2019,1,1,82080,82080,0,5473
0,1,2019,1,2,82080,82080,0,5474
0,2,2019,1,3,82080,82080,0,5475
0,3,2019,1,4,82080,82080,0,5476
0,0,2019,2,2,82080,57456,24624,5477
0,1,2019,2,3,82080,57456,24624,5478
0,2,2019,2,4,82080,57456,24624,5479
0,3,2019,2,5,82080,57456,24624,5480
0,0,2019,1,1,82200,82200,0,5481
0,1,2019,1,2,82200,82200,0,5482
0,2,2019,1,3,82200,82200,0,5483
0,3,2019,1,4,82200,82200,0,5484
0,0,2019,2,2,82200,57540,24660,5485
0,1,2019,2,3,82200,57540,24660,5486
0,2,2019,2,4,82200,57540,24660,5487
0,3,2019,2,5,82200,57540,24660,5488
0,0,2019,1,1,82320,82320,0,5489
0,1,2019,1,2,82320,82320,0,5490
0,2,2019,1,3,82320,82320,0,5491
0,3,2019,1,4,82320,82320,0,5492
0,0,2019,2,2,82320,57624,24696,5493
0,1,2019,2,3,82320,57624,24696,5494
0,2,2019,2,4,82320,57624,24696,5495
0,3,2019,2,5,82320,57624,24696,5496
0,0,2019,1,1,82440,82440,0,5497
0,1,2019,1,2,82440,82440,0,5498
0,2,2019,1,3,82440,82440,0,5499
0,3,2019,1,4,82440,82440,0,5500
0,0,2019,2,2,82440,57708,24732,5501
0,1,2019,2,3,82440,57708,24732,5502
0,2,2019,2,4,82440,57708,24732,5503
0,3,2019,2,5,82440,57708,24732,5504
0,0,2019,1,1,82560,82560,0,5505
0,1,2019,1,2,82560,82560,0,5506
0,2,2019,1,3,82560,82560,0,5507
0,3,2019,1,4,82560,82560,0,5508
0,0,2019,2,2,82560,57792,24768,5509
0,1,2019,2,3,82560,57792,24768,5510
0,2,2019,2,4,82560,57792,24768,5511
0,3,2019,2,5,82560,57792,24768,5512
0,0,2019,1,1,82680,82680,0,5513
0,1,2019,1,2,82680,82680,0,5514
0,2,2019,1,3,82680,82680,0,5515
0,3,2019,1,4,82680,82680,0,5516
0,0,2019,2,2,82680,57876,24804,5517
0,1,2019,2,3,82680,57876,24804,5518
0,2,2019,2,4,82680,57876,24804,5519
0,3,2019,2,5,82680,57876,24804,5520
0,0,2019,1,1,82800,82800,0,5521
0,1,2019,1,2,82800,82800,0,5522
0,2,2019,1,3,82800,82800,0,5523
0,3,2019,1,4,82800,82800,0,5524
0,0,2019,2,2,82800,57960,24840,5525
0,1,2019,2,3,82800,57960,24840,5526
0,2,2019,2,4,82800,57960,24840,5527
0,3,2019,2,5,82800,57960,24840,5528
0,0,2019,1,1,82920,82920,0,5529
0,1,2019,1,2,82920,82920,0,5530
0,2,2019,1,3,82920,82920,0,5531
0,3,2019,1,4,82920,82920,0,5532
0,0,2019,2,2,82920,58044,24876,5533
0,1,2019,2,3,82920,58044,24876,5534
0,2,2019,2,4,82920,58044,24876,5535
0,3,2019,2,5,82920,58044,24876,5536
0,0,2019,1,1,83040,83040,0,5537
0,1,2019,1,2,83040,83040,0,5538
0,2,2019,1,3,83040,83040,0,5539
0,3,2019,1,4,83040,83040,0,5540
0,0,2019,2,2,83040,58128,24912,5541
0,1,2019,2,3,83040,58128,24912,5542
0,2,2019,2,4,83040,58128,24912,5543
0,3,2019,2,5,83040,58128,24912,5544
0,0,2019,1,1,83160,83160,0,5545
0,1,2019,1,2,83160,83160,0,5546
0,2,2019,1,3,83160,83160,0,5547
0,3,2019,1,4,83160,83160,0,5548
0,0,2019,2,2,83160,58212,24948,5549
0,1,2019,2,3,83160,58212,24948,5550
0,2,2019,2,4,83160,58212,24948,5551
0,3,2019,2,5,83160,58212,24948,5552
0,0,2019,1,1,83280,83280,0,5553
0,1,2019,1,2,83280,83280,0,5554
0,2,2019,1,3,83280,83280,0,5555
0,3,2019,1,4,83280,83280,0,5556
0,0,2019,2,2,83280,58296,24984,5557
0,1,2019,2,3,83280,58296,24984,5558
0,2,2019,2,4,83280,58296,24984,5559
0,3,2019,2,5,83280,58296,24984,5560
0,0,2019,1,1,83400,83400,0,5561
0,1,2019,1,2,83400,83400,0,5562
0,2,2019,1,3,83400,83400,0,5563
0,3,2019,1,4,83400,83400,0,5564
0,0,2019,2,2,83400,58380,25020,5565
0,1,2019,2,3,83400,58380,25020,5566
0,2,2019,2,4,83400,58380,25020,5567
0,3,2019,2,5,83400,58380,25020,5568
0,0,2019,1,1,83520,83520,0,5569
0,1,2019,1,2,83520,83520,0,5570
0,2,2019,1,3,83520,83520,0,5571
0,3,2019,1,4,83520,83520,0,5572
0,0,2019,2,2,83520,58464,25056,5573
0,1,2019,2,3,83520,58464,25056,5574
0,2,2019,2,4,83520,58464,25056,5575
0,3,2019,2,5,83520,58464,25056,5576
0,0,2019,1,1,83640,83640,0,5577
0,1,2019,1,2,83640,83640,0,5578
0,2,2019,1,3,83640,83640,0,5579
0,3,2019,1,4,83640,83640,0,5580
0,0,2019,2,2,83640,58548,25092,5581
0,1,2019,2,3,83640,58548,25092,5582
0,2,2019,2,4,83640,58548,25092,5583
0,3,2019,2,5,83640,58548,25092,5584
0,0,2019,1,1,83760,83760,0,5585
0,1,2019,1,2,83760,83760,0,5586
0,2,2019,1,3,83760,83760,0,5587
0,3,2019,1,4,83760,83760,0,5588
0,0,2019,2,2,83760,58632,25128,5589
0,1,2019,2,3,83760,58632,25128,5590
0,2,2019,2,4,83760,58632,25128,5591
0,3,2019,2,5,83760,58632,25128,5592
0,0,2019,1,1,83880,83880,0,5593
0,1,2019,1,2,83880,83880,0,5594
0,2,2019,1,3,83880,83880,0,5595
0,3,2019,1,4,83880,83880,0,5596
0,0,2019,2,2,83880,58716,25164,5597
0,1,2019,2,3,83880,58716,25164,5598
0,2,2019,2,4,83880,58716,25164,5599
0,3,2019,2,5,83880,58716,25164,5600
0,0,2019,1,1,84000,84000,0,5601
0,1,2019,1,2,84000,84000,0,5602
0,2,2019,1,3,84000,84000,0,5603
0,3,2019,1,4,84000,84000,0,5604
0,0,2019,2,2,84000,58800,25200,5605
0,1,2019,2,3,84000,58800,25200,5606
0,2,2019,2,4,84000,58800,25200,5607
0,3,2019,2,5,84000,58800,25200,5608
0,0,2019,1,1,84120,84120,0,5609
0,1,2019,1,2,84120,84120,0,5610
0,2,2019,1,3,84120,84120,0,5611
0,3,2019,1,4,84120,84120,0,5612
0,0,2019,2,2,84120,58884,25236,5613
0,1,2019,2,3,84120,58884,25236,5614
0,2,2019,2,4,84120,58884,25236,5615
0,3,2019,2,5,84120,58884,25236,5616
0,0,2019,1,1,84240,84240,0,5617
0,1,2019,1,2,84240,84240,0,5618
0,2,2019,1,3,84240,84240,0,5619
0,3,2019,1,4,84240,84240,0,5620
0,0,2019,2,2,84240,58968,25272,5621
0,1,2019,2,3,84240,58968,25272,5622
0,2,2019,2,4,84240,58968,25272,5623
0,3,2019,2,5,84240,58968,25272,5624
0,0,2019,1,1,84360,84360,0,5625
0,1,2019,1,2,84360,84360,0,5626
0,2,2019,1,3,84360,84360,0,5627
0,3,2019,1,4,84360,84360,0,5628
0,0,2019,2,2,84360,59052,25308,5629
0,1,2019,2,3,84360,59052,25308,5630
0,2,2019,2,4,84360,59052,25308,5631
0,3,2019,2,5,84360,59052,25308,5632
0,0,2019,1,1,84480,84480,0,5633
0,1,2019,1,2,84480,84480,0,5634
0,2,2019,1,3,84480,84480,0,5635
0,3,2019,1,4,84480,84480,0,5636
0,0,2019,2,2,84480,59136,25344,5637
0,1,2019,2,3,84480,59136,25344,5638
0,2,2019,2,4,84480,59136,25344,5639
0,3,2019,2,5,84480,59136,25344,5640
0,0,2019,1,1,84600,84600,0,5641
0,1,2019,1,2,84600,84600,0,5642
0,2,2019,1,3,84600,84600,0,5643
0,3,2019,1,4,84600,84600,0,5644
0,0,2019,2,2,84600,59220,25380,5645
0,1,2019,2,3,84600,59220,25380,5646
0,2,2019,2,4,84600,59220,25380,5647
0,3,2019,2,5,84600,59220,25380,5648
0,0,2019,1,1,84720,84720,0,5649
0,1,2019,1,2,84720,84720,0,5650
0,2,2019,1,3,84720,84720,0,5651
